No,channel_1,,channel_2,,channel_3,,channel_4,,channel_5,,channel_6,,channel_7,,channel_8,,channel_9,,channel_10,,output,label
1826,25.83995,25.832264,25.832264,28.89415,28.894426,28.894426,29.628925,29.628853,29.628853,30.363134,15.000019,15.000017,15.000017,19.362076,19.362465,19.362465,21.498068,21.498156,21.498156,23.184689,37.500202,37.0
1827,26.445587,26.435863,26.435863,30.160175,30.160519,30.160519,30.85246,30.852419,30.852419,31.547325,15.000022,15.000019,15.000019,20.077055,20.077547,20.077547,22.416681,22.416788,22.416788,24.209148,37.622128,37.8
1828,24.00685,23.994942,23.994942,28.583918,28.58419,28.58419,29.447,29.447004,29.447004,30.307913,10.000027,10.000024,10.000024,16.191982,16.192614,16.192614,19.071236,19.071777,19.071777,21.27142,37.560146,38.0
1829,24.788609,24.782696,24.782696,27.885864,27.886177,27.886177,28.274403,28.274376,28.274376,28.552925,15.000018,15.000016,15.000016,19.041388,19.04168,19.04168,20.848534,20.848547,20.848547,22.16562,37.392437,37.0
1830,36.231976,36.231056,36.231056,36.56208,36.56215,36.56215,36.622887,36.62281,36.62281,36.700428,35.000004,35.0,35.0,35.495922,35.496,35.496,35.739388,35.739384,35.739384,35.93715,37.7998,37.4
1831,17.189198,17.17617,17.17617,21.69477,21.694925,21.694925,22.35014,22.35026,22.35026,22.768663,3.38e-05,3.04e-05,3.04e-05,6.7129126,6.7134595,6.7134595,9.873571,9.874236,9.874236,12.059993,37.246506,37.8
1832,27.899395,27.893902,27.893902,29.947914,29.942318,29.942318,30.207386,30.210028,30.210028,30.393517,20.000013,20.000011,20.000011,23.124956,23.114677,23.114677,24.560524,24.555155,24.555155,25.613314,37.45525,37.0
1833,24.891735,24.886114,24.886114,27.465641,27.465845,27.465845,27.831581,27.831547,27.831547,28.083597,15.000016,15.000015,15.000015,18.75891,18.759169,18.759169,20.515959,20.515953,20.515953,21.820278,37.34738,37.2
1834,23.451822,23.44288,23.44288,27.544044,27.556444,27.556444,28.375797,28.37544,28.37544,29.205877,10.000024,10.000022,10.000022,15.470162,15.497953,15.497953,18.0948,18.108105,18.108105,20.133865,37.452915,37.8
1835,22.606937,22.597864,22.597864,26.261017,26.261171,26.261171,26.74003,26.739977,26.739977,27.064632,10.000022,10.00002,10.00002,15.145589,15.145962,15.145962,17.502462,17.502537,17.502537,19.207054,37.339153,37.6
1836,38.89208,38.89277,38.89277,38.62765,38.627655,38.627655,38.618984,38.619087,38.619087,38.611767,40.0,40.0,40.0,39.57624,39.57622,39.57622,39.378983,39.378983,39.378983,39.231113,37.920525,37.8
1837,33.747932,33.745003,33.745003,34.866985,34.86753,34.86753,34.938824,34.93886,34.93886,35.021774,30.000008,30.000006,30.000006,31.585361,31.58553,31.58553,32.29021,32.290283,32.290283,32.800735,37.719326,37.8
1838,18.434189,18.420736,18.420736,23.449778,23.450195,23.450195,24.813768,24.813606,24.813606,26.12308,4.14e-05,3.72e-05,3.72e-05,7.274406,7.274606,7.274606,10.83084,10.830641,10.830641,13.623209,37.42791,37.6
1839,18.086805,18.075047,18.075047,23.708172,23.70819,23.70819,24.804222,24.804249,24.804249,25.88722,4.4e-05,3.96e-05,3.96e-05,7.285393,7.2860622,7.2860622,10.765052,10.76547,10.76547,13.457515,37.451393,38.0
1840,38.575836,38.57665,38.57665,38.214005,38.213406,38.213406,38.164852,38.16492,38.16492,38.091263,39.999996,39.999996,39.999996,39.45278,39.45278,39.45278,39.18906,39.189014,39.189014,38.975384,37.87519,37.2
1841,21.218843,21.205002,21.205002,26.093136,26.093395,26.093395,27.151985,27.151993,27.151993,28.194942,5.000034,5.0000305,5.0000305,11.805698,11.806264,11.806264,15.059627,15.06024,15.06024,17.480303,37.503086,37.6
1842,19.287697,19.279045,19.279045,23.874012,23.874199,23.874199,24.483244,24.483427,24.483427,24.880974,5.0000267,5.000024,5.000024,10.856188,10.856852,10.856852,13.535811,13.536545,13.536545,15.364709,37.272205,37.6
1843,36.23051,36.229786,36.229786,36.584442,36.584427,36.584427,36.607998,36.60791,36.60791,36.627296,35.000004,35.000004,35.000004,35.489475,35.489517,35.489517,35.712128,35.712124,35.712124,35.87714,37.801025,37.6
1844,38.868813,38.869667,38.869667,38.57592,38.57591,38.57591,38.570915,38.571033,38.571033,38.564987,39.999996,40.0,40.0,39.54209,39.542072,39.542072,39.333363,39.333363,39.333363,39.178616,37.91477,37.8
1845,33.328167,33.325764,33.325764,34.31089,34.31129,34.31129,34.381,34.38108,34.38108,34.45712,30.000006,30.000006,30.000006,31.381762,31.381802,31.381802,32.0006,32.000683,32.000683,32.451965,37.65902,37.0
1846,33.413902,33.411903,33.411903,34.36868,34.368977,34.368977,34.451683,34.451744,34.451744,34.530895,30.000006,30.000006,30.000006,31.340725,31.340786,31.340786,31.95468,31.954752,31.954752,32.40753,37.66463,37.4
1847,30.979548,30.97475,30.97475,32.512085,32.512363,32.512363,32.68655,32.686512,32.686512,32.81788,25.00001,25.00001,25.00001,27.44186,27.442081,27.442081,28.554016,28.553999,28.553999,29.368263,37.58958,37.4
1848,17.572807,17.556576,17.556576,23.135496,23.135687,23.135687,23.828545,23.828707,23.828707,24.276125,3.84e-05,3.46e-05,3.46e-05,7.695479,7.696176,7.696176,11.112973,11.11379,11.11379,13.396457,37.391655,37.6
1849,30.710331,30.70745,30.70745,32.220734,32.22106,32.22106,32.417755,32.417713,32.417713,32.561802,25.00001,25.00001,25.00001,27.159298,27.15948,27.15948,28.16519,28.165176,28.165176,28.91262,37.559402,37.8
1850,35.952072,35.95152,35.95152,36.213608,36.21357,36.21357,36.23074,36.230618,36.230618,36.24324,35.0,35.0,35.0,35.371914,35.371933,35.371933,35.54289,35.542892,35.542892,35.670097,37.76139,37.0
1851,38.566303,38.567417,38.567417,38.160904,38.160877,38.160877,38.151382,38.151478,38.151478,38.13764,39.999996,39.999996,39.999996,39.397842,39.397766,39.397766,39.129787,39.12979,39.12979,38.932316,37.870384,37.2
1852,38.740974,38.74191,38.74191,38.422943,38.42287,38.42287,38.368347,38.36842,38.36842,38.293266,39.999996,39.999996,39.999996,39.495678,39.495594,39.495594,39.247982,39.247982,39.247982,39.04555,37.897274,37.6
1853,23.185028,23.176641,23.176641,26.763012,26.763191,26.763191,27.692205,27.692211,27.692211,28.613407,10.000022,10.00002,10.00002,15.098851,15.099339,15.099339,17.658216,17.65867,17.65867,19.693008,37.380817,37.2
1854,31.254213,31.249645,31.249645,33.179886,33.180073,33.180073,33.524403,33.5245,33.5245,33.893856,25.000011,25.00001,25.00001,27.65223,27.652548,27.652548,28.875845,28.876019,28.876019,29.82753,37.666763,37.6
1855,28.606308,28.599274,28.599274,31.025536,31.025797,31.025797,31.628853,31.628817,31.628817,32.233234,20.000015,20.000013,20.000013,23.600973,23.601305,23.601305,25.3421,25.34213,25.34213,26.72615,37.580296,37.0
1856,19.818829,19.808489,19.808489,23.789127,23.789387,23.789387,24.339176,24.339104,24.339104,24.691353,5.0000253,5.0000224,5.0000224,10.846464,10.846712,10.846712,13.572619,13.572844,13.572844,15.459227,37.271263,37.6
1857,23.763855,23.752583,23.752583,27.715126,27.715328,27.715328,28.71431,28.714256,28.714256,29.692963,10.000024,10.000022,10.000022,15.723872,15.72442,15.72442,18.547789,18.548237,18.548237,20.765167,37.477573,37.4
1858,31.208075,31.204485,31.204485,32.899487,32.899723,32.899723,33.264835,33.264904,33.264904,33.655697,25.000011,25.00001,25.00001,27.410376,27.410667,27.410667,28.573402,28.57355,28.57355,29.498838,37.63525,37.8
1859,38.677227,38.67799,38.67799,38.328613,38.32833,38.32833,38.283463,38.283524,38.283524,38.21902,39.999996,39.999996,39.999996,39.48286,39.48282,39.48282,39.23748,39.237453,39.237453,39.03963,37.88759,37.4
1860,30.880728,30.875929,30.875929,32.462765,32.463055,32.463055,32.63967,32.639633,32.639633,32.771545,25.00001,25.00001,25.00001,27.445538,27.44575,27.44575,28.548334,28.548319,28.548319,29.35172,37.58508,37.2
1861,25.621826,25.61343,25.61343,28.909979,28.910038,28.910038,29.30834,29.308395,29.308395,29.57998,15.00002,15.000017,15.000017,19.54709,19.547401,19.547401,21.584032,21.584455,21.584455,23.04611,37.496857,37.8
1862,38.85974,38.860687,38.860687,38.53351,38.533497,38.533497,38.528385,38.52852,38.52852,38.52212,39.999996,40.0,40.0,39.51384,39.513813,39.513813,39.297474,39.297466,39.297466,39.138847,37.910053,37.8
1863,17.90724,17.895725,17.895725,23.298563,23.29866,23.29866,24.411142,24.411207,24.411207,25.515472,4.27e-05,3.84e-05,3.84e-05,7.109392,7.109892,7.109892,10.457322,10.458821,10.458821,13.159723,37.404224,37.6
1864,25.895758,25.888704,25.888704,28.949018,28.949446,28.949446,29.666817,29.666756,29.666756,30.387514,15.000019,15.000017,15.000017,19.301031,19.301416,19.301416,21.40765,21.407825,21.407825,23.072344,37.502567,37.4
1865,30.89323,30.889277,30.889277,32.73521,32.735634,32.735634,32.94103,32.940983,32.940983,33.097824,25.000011,25.00001,25.00001,27.479652,27.479895,27.479895,28.579412,28.579401,28.579401,29.37803,37.61626,37.8
1866,16.244446,16.235859,16.235859,21.297485,21.297014,21.297014,22.009636,22.009417,22.009417,22.478296,2.97e-05,2.68e-05,2.68e-05,6.383247,6.3802533,6.3802533,9.381897,9.381093,9.381093,11.448937,37.174187,38.0
1867,27.858488,27.853336,27.853336,30.089064,30.089195,30.089195,30.363,30.363037,30.363037,30.561718,20.000013,20.000013,20.000013,23.1625,23.162924,23.162924,24.596165,24.596272,24.596272,25.642843,37.472427,37.2
1868,20.12823,20.115435,20.115435,24.87807,24.87826,24.87826,25.4566,25.456741,25.456741,25.828833,5.000028,5.0000253,5.0000253,11.5711775,11.571844,11.571844,14.515093,14.51586,14.51586,16.492863,37.38322,37.4
1869,38.475273,38.476154,38.476154,38.066574,38.065933,38.065933,38.02087,38.020935,38.020935,37.946377,39.999996,39.999996,39.999996,39.403664,39.403637,39.403637,39.12022,39.12017,39.12017,38.892857,37.859196,37.0
1870,22.990393,22.98354,22.98354,27.012018,27.012255,27.012255,27.752628,27.75268,27.75268,28.479755,10.000024,10.000021,10.000021,15.141911,15.142472,15.142472,17.593605,17.59409,17.59409,19.481712,37.400253,37.6
1871,22.621628,22.61283,22.61283,25.970303,25.97042,25.97042,26.429642,26.429596,26.429596,26.740675,10.000021,10.000019,10.000019,14.971846,14.972189,14.972189,17.29368,17.29374,17.29374,18.988253,37.310013,37.6
1872,33.875572,33.872295,33.872295,35.093494,35.09374,35.09374,35.30287,35.30289,35.30289,35.535175,30.000008,30.000006,30.000006,31.719225,31.71933,31.71933,32.505527,32.505566,32.505566,33.11647,37.746414,37.6
1873,19.308218,19.29894,19.29894,23.307579,23.307852,23.307852,23.865078,23.86501,23.86501,24.244137,5.000025,5.0000224,5.0000224,10.641648,10.641873,10.641873,13.263276,13.263542,13.263542,15.171949,37.22192,37.0
1874,33.559105,33.556816,33.556816,34.52215,34.52254,34.52254,34.59919,34.599236,34.599236,34.677486,30.000006,30.000006,30.000006,31.401726,31.401825,31.401825,32.045303,32.04537,32.04537,32.519363,37.681023,37.6
1875,31.106184,31.102526,31.102526,32.964718,32.964947,32.964947,33.280945,33.281063,33.281063,33.62019,25.000011,25.00001,25.00001,27.488297,27.48856,27.48856,28.641808,28.641975,28.641975,29.539398,37.643356,37.6
1876,18.106434,18.095425,18.095425,22.984108,22.984472,22.984472,24.252735,24.25263,24.25263,25.487839,4.05e-05,3.65e-05,3.65e-05,6.870733,6.870894,6.870894,10.23243,10.232297,10.232297,12.878528,37.3732,38.0
1877,31.206276,31.20121,31.20121,32.933914,32.933975,32.933975,33.35164,33.351643,33.351643,33.784676,25.000011,25.00001,25.00001,27.600311,27.600632,27.600632,28.853039,28.853182,28.853182,29.84673,37.640564,37.2
1878,21.286642,21.272535,21.272535,26.49251,26.492798,26.492798,27.482718,27.482729,27.482729,28.460217,5.000036,5.000032,5.000032,12.038324,12.038953,12.038953,15.315086,15.31562,15.31562,17.714327,37.542,37.8
1879,33.75378,33.750916,33.750916,34.785286,34.78584,34.78584,34.851505,34.85154,34.85154,34.93016,30.000006,30.000006,30.000006,31.53447,31.534634,31.534634,32.229877,32.229942,32.229942,32.737633,37.709766,37.8
1880,19.293919,19.284412,19.284412,23.61739,23.61772,23.61772,24.192251,24.192186,24.192186,24.58729,5.0000257,5.0000234,5.0000234,10.829256,10.829509,10.829509,13.4887705,13.489077,13.489077,15.409518,37.251583,37.0
1881,18.183777,18.17156,18.17156,23.108301,23.108685,23.108685,24.418455,24.418325,24.418325,25.686062,4.07e-05,3.67e-05,3.67e-05,7.040105,7.0402803,7.0402803,10.483281,10.483122,10.483122,13.190708,37.38993,37.6
1882,18.523672,18.507133,18.507133,24.495579,24.49573,24.49573,25.66444,25.664454,25.664454,26.796146,4.62e-05,4.16e-05,4.16e-05,8.142087,8.142626,8.142626,11.85209,11.853566,11.853566,14.645305,37.53204,37.0
1883,35.97746,35.976765,35.976765,36.25327,36.25323,36.25323,36.266293,36.26614,36.26614,36.276505,35.0,35.0,35.0,35.39722,35.397243,35.397243,35.577538,35.577545,35.577545,35.710648,37.765724,37.0
1884,21.231056,21.218525,21.218525,25.769442,25.769655,25.769655,26.89914,26.899176,26.899176,28.00505,5.0000324,5.0000296,5.0000296,11.481711,11.482133,11.482133,14.678543,14.679595,14.679595,17.099434,37.46737,38.0
1885,23.639904,23.628464,23.628464,27.833788,27.834007,27.834007,28.7383,28.738295,28.738295,29.636408,10.000025,10.000022,10.000022,15.854682,15.855263,15.855263,18.653769,18.65428,18.65428,20.822664,37.491142,37.2
1886,30.897245,30.893785,30.893785,32.542114,32.54249,32.54249,32.744,32.743954,32.743954,32.893505,25.00001,25.00001,25.00001,27.319513,27.31973,27.31973,28.382095,28.382078,28.382078,29.165255,37.594036,38.0
1887,20.24278,20.233858,20.233858,25.082949,25.083584,25.083584,25.925945,25.925875,25.925875,26.750809,5.0000334,5.00003,5.00003,11.1368885,11.137196,11.137196,13.937818,13.937571,13.937571,16.064962,37.386898,37.4
1888,27.9284,27.924204,27.924204,30.413221,30.413633,30.413633,30.709547,30.709602,30.709602,30.933277,20.000015,20.000013,20.000013,23.210691,23.211185,23.211185,24.649263,24.649387,24.649387,25.698229,37.510925,38.0
1889,36.0449,36.04428,36.04428,36.3448,36.344757,36.344757,36.364624,36.364487,36.364487,36.379215,35.0,35.0,35.0,35.415203,35.415222,35.415222,35.60444,35.604443,35.604443,35.744728,37.77546,37.2
1890,33.79735,33.794567,33.794567,34.981537,34.981743,34.981743,35.176506,35.176537,35.176537,35.3921,30.000008,30.000006,30.000006,31.626228,31.626312,31.626312,32.3728,32.372837,32.372837,32.9534,37.733936,37.6
1891,23.533825,23.524084,23.524084,27.531513,27.531734,27.531734,28.424454,28.424458,28.424458,29.314198,10.000024,10.000022,10.000022,15.521513,15.522057,15.522057,18.20496,18.205444,18.205444,20.303467,37.455296,37.6
1892,36.05967,36.05898,36.05898,36.35578,36.35574,36.35574,36.37262,36.37247,36.37247,36.385277,35.0,35.0,35.0,35.42257,35.42259,35.42259,35.615578,35.61558,35.61558,35.758575,37.776608,37.2
1893,17.508362,17.493284,17.493284,22.8919,22.892088,22.892088,23.590555,23.590721,23.590721,24.039944,3.75e-05,3.37e-05,3.37e-05,7.4366355,7.437302,7.437302,10.788836,10.789627,10.789627,13.049811,37.366257,38.0
1894,28.58222,28.574978,28.574978,31.257347,31.257643,31.257643,31.782812,31.782814,31.782814,32.31979,20.000015,20.000013,20.000013,23.763962,23.764297,23.764297,25.501152,25.501202,25.501202,26.8545,37.605457,37.0
1895,33.64783,33.64494,33.64494,34.812748,34.81326,34.81326,34.88755,34.887608,34.887608,34.972797,30.000008,30.000006,30.000006,31.59108,31.59122,31.59122,32.28651,32.286594,32.286594,32.787,37.71404,37.6
1896,25.29805,25.290567,25.290567,28.370768,28.371027,28.371027,28.753664,28.75363,28.75363,29.02116,15.000018,15.000017,15.000017,19.287327,19.28768,19.28768,21.207726,21.207722,21.207722,22.604483,37.44086,37.4
1897,36.470577,36.46942,36.46942,36.92393,36.923965,36.923965,36.943764,36.94367,36.94367,36.96573,35.000004,35.000004,35.000004,35.630573,35.63066,35.63066,35.90798,35.907974,35.907974,36.11073,37.837433,38.0
1898,18.127365,18.113605,18.113605,23.443745,23.437551,23.437551,24.663204,24.658117,24.658117,25.852247,4.24e-05,3.82e-05,3.82e-05,7.3969374,7.3636374,7.3636374,10.894819,10.94041,10.94041,13.600139,37.430084,37.0
1899,36.212875,36.21228,36.21228,36.51091,36.51089,36.51089,36.534607,36.534534,36.534534,36.552803,35.000004,35.0,35.0,35.447456,35.447487,35.447487,35.657944,35.65794,35.65794,35.8163,37.792736,37.6
1900,18.265816,18.25304,18.25304,23.604155,23.604277,23.604277,24.806833,24.806923,24.806923,25.986712,4.27e-05,3.85e-05,3.85e-05,7.2827573,7.283222,7.283222,10.823951,10.824496,10.824496,13.487715,37.444347,37.8
1901,18.17105,18.15834,18.15834,23.480326,23.480442,23.480442,24.67625,24.676344,24.676344,25.849745,4.25e-05,3.83e-05,3.83e-05,7.2445054,7.2449703,7.2449703,10.767251,10.767803,10.767803,13.417423,37.43218,37.6
1902,18.319696,18.30579,18.30579,23.688824,23.688953,23.688953,24.923368,24.923443,24.923443,26.131992,4.29e-05,3.86e-05,3.86e-05,7.442246,7.442711,7.442711,11.05701,11.05754,11.05754,13.773157,37.457336,37.4
1903,22.130922,22.122799,22.122799,25.89637,25.896542,25.896542,26.382725,26.382677,26.382677,26.716785,10.000022,10.00002,10.00002,15.016498,15.016854,15.016854,17.291445,17.291544,17.291544,18.931353,37.304688,37.0
1904,34.03663,34.033432,34.033432,35.30373,35.303986,35.303986,35.516346,35.516365,35.516365,35.752144,30.000008,30.000008,30.000008,31.760983,31.761114,31.761114,32.56719,32.567223,32.567223,33.193768,37.769062,38.0
1905,33.46509,33.462788,33.462788,34.53711,34.502327,34.502327,34.68122,34.681396,34.681396,34.87219,30.000006,30.000006,30.000006,31.440733,31.43369,31.43369,32.105522,32.10174,32.10174,32.623688,37.684128,37.0
1906,38.821724,38.822323,38.822323,38.506744,38.50677,38.50677,38.488983,38.489067,38.489067,38.47528,39.999996,40.0,40.0,39.544083,39.544052,39.544052,39.33497,39.33497,39.33497,39.17868,37.9075,37.6
1907,27.758192,27.754087,27.754087,30.187096,30.187456,30.187456,30.476706,30.476763,30.476763,30.695406,20.000015,20.000013,20.000013,23.140768,23.141205,23.141205,24.548904,24.549028,24.549028,25.575937,37.485638,37.6
1908,21.39956,21.385445,21.385445,26.49003,26.490292,26.490292,27.521854,27.521935,27.521935,28.540247,5.0000353,5.0000315,5.0000315,11.986441,11.986967,11.986967,15.280701,15.281697,15.281697,17.71141,37.541428,38.0
1909,18.619654,18.604128,18.604128,24.453287,24.453438,24.453438,25.640772,25.640846,25.640846,26.805843,4.55e-05,4.09e-05,4.09e-05,7.937517,7.9380317,7.9380317,11.680846,11.6814165,11.6814165,14.4445715,37.53297,37.6
1910,38.44876,38.450035,38.450035,38.02545,38.02536,38.02536,38.01947,38.019566,38.019566,38.005512,39.999996,39.999996,39.999996,39.347645,39.347546,39.347546,39.057247,39.057255,39.057255,38.842983,37.85604,37.0
1911,36.331768,36.33074,36.33074,36.72008,36.720894,36.720894,36.77588,36.77578,36.77578,36.852314,35.000004,35.000004,35.000004,35.55539,35.555374,35.555374,35.818394,35.818447,35.818447,36.02908,37.816868,37.6
1912,36.14144,36.14053,36.14053,36.450832,36.4509,36.4509,36.508144,36.50806,36.50806,36.58035,35.000004,35.0,35.0,35.467285,35.467346,35.467346,35.697525,35.697525,35.697525,35.884106,37.788006,37.2
1913,31.090147,31.085917,31.085917,32.65133,32.651222,32.651222,32.8406,32.84067,32.84067,32.98053,25.00001,25.00001,25.00001,27.403177,27.403238,27.403238,28.510155,28.510279,28.510279,29.32646,37.604107,38.0
1914,36.21522,36.214333,36.214333,36.601955,36.601986,36.601986,36.644634,36.64456,36.64456,36.703167,35.000004,35.000004,35.000004,35.520447,35.520527,35.520527,35.757977,35.75798,35.75798,35.944355,37.804012,37.4
1915,20.339548,20.330633,20.330633,25.066822,25.067476,25.067476,25.939226,25.939148,25.939148,26.798717,5.000033,5.0000296,5.0000296,11.0862875,11.086604,11.086604,13.895801,13.895549,13.895549,16.045298,37.38509,37.6
1916,22.564909,22.556494,22.556494,26.471062,26.471264,26.471264,26.976479,26.976423,26.976423,27.32409,10.000023,10.000021,10.000021,15.197724,15.1981125,15.1981125,17.553448,17.553532,17.553532,19.25134,37.35707,38.0
1917,33.640965,33.638096,33.638096,34.743896,34.7441,34.7441,34.943336,34.943363,34.943363,35.164,30.000008,30.000006,30.000006,31.564157,31.564219,31.564219,32.290565,32.29061,32.29061,32.85933,37.708187,37.2
1918,33.180668,33.179005,33.179005,34.127464,34.127663,34.127663,34.214077,34.214172,34.214172,34.293697,30.000006,30.000006,30.000006,31.262552,31.262564,31.262564,31.834736,31.834827,31.834827,32.256767,37.639088,37.0
1919,19.277006,19.267384,19.267384,23.887379,23.88776,23.88776,24.47554,24.475485,24.475485,24.88567,5.0000267,5.000024,5.000024,11.002553,11.002833,11.002833,13.695698,13.696041,13.696041,15.627037,37.277058,37.0
1920,38.656055,38.65718,38.65718,38.257484,38.25746,38.25746,38.250057,38.250164,38.250164,38.238472,39.999996,39.999996,39.999996,39.41696,39.4169,39.4169,39.16059,39.160595,39.160595,38.9732,37.88055,37.4
1921,19.873308,19.862097,19.862097,23.860308,23.860556,23.860556,24.394386,24.394321,24.394321,24.739523,5.0000253,5.000023,5.000023,10.971836,10.972089,10.972089,13.739437,13.739666,13.739666,15.646074,37.282345,37.2
1922,25.782717,25.777252,25.777252,28.753712,28.75402,28.75402,29.421877,29.421848,29.421848,30.094149,15.000018,15.000017,15.000017,19.079739,19.080088,19.080088,21.08166,21.081749,21.081749,22.664158,37.47918,37.8
1923,36.4033,36.40239,36.40239,36.80556,36.80625,36.80625,36.860256,36.86018,36.86018,36.936962,35.000004,35.000004,35.000004,35.563335,35.56333,35.56333,35.830624,35.830677,35.830677,36.044422,37.825874,37.8
1924,19.642933,19.632715,19.632715,23.563503,23.563751,23.563751,24.106344,24.106276,24.106276,24.453642,5.000025,5.0000224,5.0000224,10.776519,10.7767515,10.7767515,13.470238,13.470471,13.470471,15.334812,37.249046,37.2
1925,36.181347,36.18042,36.18042,36.54538,36.54538,36.54538,36.560833,36.560715,36.560715,36.575134,35.000004,35.000004,35.000004,35.505386,35.505417,35.505417,35.729134,35.72913,35.72913,35.892414,37.797073,37.4
1926,17.823988,17.812895,17.812895,22.8153,22.815367,22.815367,24.007841,24.007425,24.007425,25.176859,4.08e-05,3.67e-05,3.67e-05,6.849703,6.850929,6.850929,10.235399,10.235557,10.235557,12.806556,37.35877,37.4
1927,21.214647,21.1999,21.1999,26.083942,26.084175,26.084175,27.165407,27.16542,27.16542,28.225286,5.000034,5.0000305,5.0000305,11.915665,11.916209,11.916209,15.219437,15.22021,15.22021,17.673456,37.505573,37.2
1928,28.695435,28.689814,28.689814,31.1076,31.107939,31.107939,31.665236,31.665224,31.665224,32.237293,20.000015,20.000013,20.000013,23.443565,23.44389,23.44389,25.109272,25.109306,25.109306,26.437538,37.58953,37.8
1929,33.37485,33.372242,33.372242,34.337986,34.33845,34.33845,34.400467,34.40054,34.40054,34.473766,30.000006,30.000006,30.000006,31.402727,31.402777,31.402777,32.032867,32.032944,32.032944,32.49218,37.661728,37.0
1930,31.07071,31.066416,31.066416,32.745174,32.745296,32.745296,33.128304,33.128345,33.128345,33.533478,25.000011,25.00001,25.00001,27.452993,27.453262,27.453262,28.635715,28.635862,28.635862,29.576435,37.619946,37.2
1931,23.500505,23.490013,23.490013,27.502787,27.502993,27.502993,28.415407,28.415403,28.415403,29.321404,10.000024,10.000022,10.000022,15.608032,15.6085825,15.6085825,18.331856,18.332348,18.332348,20.46003,37.45704,37.2
1932,28.715546,28.708994,28.708994,31.060778,31.061058,31.061058,31.687403,31.687357,31.687357,32.314583,20.000015,20.000013,20.000013,23.52275,23.523088,23.523088,25.25569,25.255716,25.255716,26.645113,37.584747,37.4
1933,20.398113,20.388163,20.388163,24.837059,24.837275,24.837275,25.810366,25.81041,25.81041,26.771427,5.0000315,5.0000286,5.0000286,11.015638,11.016164,11.016164,13.945248,13.945759,13.945759,16.150183,37.37087,37.2
1934,25.550789,25.544449,25.544449,28.814054,28.814337,28.814337,29.414742,29.41473,29.41473,30.014677,15.000019,15.000017,15.000017,19.280811,19.28117,19.28117,21.297657,21.297768,21.297768,22.856115,37.490086,37.0
1935,16.238958,16.22951,16.22951,20.779163,20.778658,20.778658,21.447756,21.447475,21.447475,21.87757,2.8e-05,2.52e-05,2.52e-05,6.20372,6.2009025,6.2009025,9.173457,9.172666,9.172666,11.236514,37.13101,37.2
1936,30.809975,30.805809,30.805809,32.44088,32.44121,32.44121,32.630234,32.63019,32.63019,32.770252,25.00001,25.00001,25.00001,27.375217,27.375423,27.375423,28.449408,28.449396,28.449396,29.234447,37.58351,37.4
1937,39.00489,39.00548,39.00548,38.712345,38.71239,38.71239,38.698166,38.698296,38.698296,38.687435,40.0,40.0,40.0,39.59393,39.593903,39.593903,39.411575,39.41157,39.41157,39.27662,37.929157,38.0
1938,29.112438,29.105116,29.105116,31.578445,31.578512,31.578512,32.26065,32.260624,32.260624,32.924942,20.000015,20.000013,20.000013,23.728043,23.72831,23.72831,25.591385,25.591665,25.591665,27.073364,37.64243,38.0
1939,38.964382,38.965252,38.965252,38.645435,38.645477,38.645477,38.638855,38.63905,38.63905,38.63259,39.999996,40.0,40.0,39.544514,39.544487,39.544487,39.345097,39.345085,39.345085,39.19984,37.92189,38.0
1940,22.415653,22.407759,22.407759,25.699883,25.700008,25.700008,26.165821,26.165773,26.165773,26.47991,10.000021,10.000019,10.000019,14.799547,14.799874,14.799874,17.055689,17.05575,17.05575,18.708868,37.282272,37.6
1941,33.374985,33.37278,33.37278,34.32681,34.327164,34.327164,34.4021,34.40217,34.40217,34.478718,30.000006,30.000006,30.000006,31.35232,31.352371,31.352371,31.967508,31.967585,31.967585,32.419502,37.660282,37.2
1942,30.540806,30.537489,30.537489,32.203205,32.20356,32.20356,32.39859,32.398556,32.398556,32.54531,25.00001,25.00001,25.00001,27.249657,27.24983,27.24983,28.264174,28.26417,28.26417,29.006506,37.55975,37.2
1943,26.08167,26.074392,26.074392,29.310987,29.31131,29.31131,30.009418,30.009375,30.009375,30.712214,15.000019,15.000017,15.000017,19.44913,19.44953,19.44953,21.59518,21.595272,21.595272,23.277798,37.53615,37.8
1944,38.592182,38.592915,38.592915,38.18127,38.180775,38.180775,38.142883,38.142937,38.142937,38.086235,39.999996,39.999996,39.999996,39.435432,39.435444,39.435444,39.17641,39.176357,39.176357,38.972557,37.87176,37.2
1945,36.22948,36.228745,36.228745,36.609295,36.609276,36.609276,36.634327,36.634235,36.634235,36.655052,35.000004,35.000004,35.000004,35.504562,35.504604,35.504604,35.730423,35.730423,35.730423,35.896774,37.803852,37.6
1946,38.56317,38.56424,38.56424,38.211967,38.21192,38.21192,38.206753,38.20684,38.20684,38.19544,39.999996,39.999996,39.999996,39.42799,39.427917,39.427917,39.166183,39.16619,39.16619,38.970963,37.87616,37.2
1947,27.813847,27.8092,27.8092,30.111908,30.112137,30.112137,30.393398,30.393438,30.393438,30.600466,20.000013,20.000013,20.000013,23.133802,23.134226,23.134226,24.551577,24.55169,24.55169,25.587484,37.475822,37.4
1948,36.03765,36.036808,36.036808,36.33083,36.330875,36.330875,36.37885,36.378754,36.378754,36.439903,35.0,35.0,35.0,35.43177,35.431812,35.431812,35.641335,35.641335,35.641335,35.809925,37.77513,37.0
