No,channel_1,,channel_2,,channel_3,,channel_4,,channel_5,,channel_6,,channel_7,,channel_8,,channel_9,,channel_10,,output,label
795,22.877884,22.867773,22.867773,26.76152,26.761978,26.761978,27.247202,27.247171,27.247171,27.577566,10.000023,10.000021,10.000021,15.438229,15.438654,15.438654,17.889763,17.889975,17.889975,19.648224,37.388428,37.8
796,33.714886,33.712685,33.712685,34.783905,34.784077,34.784077,34.978016,34.978046,34.978046,35.19079,30.000008,30.000006,30.000006,31.483292,31.48336,31.48336,32.184345,32.18438,32.18438,32.73716,37.71172,37.6
797,24.020868,24.009014,24.009014,28.472471,28.472725,28.472725,29.367762,29.367788,29.367788,30.259497,10.000026,10.000023,10.000023,16.110384,16.110962,16.110962,18.989525,18.990265,18.990265,21.204008,37.549232,38.0
798,33.904095,33.90175,33.90175,35.108112,35.1083,35.1083,35.29856,35.298595,35.298595,35.50579,30.000008,30.000006,30.000006,31.607502,31.607601,31.607601,32.348846,32.34888,32.34888,32.9251,37.747234,38.0
799,25.233732,25.227797,25.227797,28.031673,28.031942,28.031942,28.41844,28.418398,28.418398,28.686739,15.000017,15.000016,15.000016,18.962572,18.96289,18.96289,20.795547,20.795536,20.795536,22.15054,37.404827,38.0
800,28.307207,28.30176,28.30176,30.697355,30.69765,30.69765,31.205544,31.20555,31.20555,31.728468,20.000015,20.000013,20.000013,23.343945,23.34421,23.34421,24.938604,24.93865,24.93865,26.200743,37.54411,37.0
801,22.149992,22.14212,22.14212,25.513714,25.513844,25.513844,25.97817,25.978125,25.978125,26.291477,10.000021,10.000019,10.000019,14.782507,14.782832,14.782832,17.009539,17.009617,17.009617,18.634066,37.265957,37.0
802,19.653484,19.64398,19.64398,23.75463,23.754929,23.754929,24.326904,24.326826,24.326826,24.691042,5.0000253,5.000023,5.000023,10.778879,10.779128,10.779128,13.4639845,13.46423,13.46423,15.321269,37.2635,37.8
803,31.49543,31.489998,31.489998,33.44447,33.444622,33.444622,33.840824,33.84087,33.84087,34.259064,25.000011,25.000011,25.000011,27.812029,27.81244,27.81244,29.122715,29.122883,29.122883,30.147242,37.694412,37.8
804,21.134909,21.121296,21.121296,25.81911,25.81934,25.81934,26.917448,26.917444,26.917444,27.99357,5.0000334,5.00003,5.00003,11.664602,11.665136,11.665136,14.8991165,14.899756,14.899756,17.324928,37.47637,37.4
805,28.31106,28.305689,28.305689,30.610872,30.61116,30.61116,31.14333,31.143326,31.143326,31.68945,20.000015,20.000013,20.000013,23.289701,23.289965,23.289965,24.882471,24.882513,24.882513,26.152666,37.53447,37.0
806,27.992826,27.9882,27.9882,30.144772,30.148172,30.148172,30.43226,30.442152,30.442152,30.63895,20.000013,20.000013,20.000013,23.030798,23.088274,23.088274,24.492908,24.520864,24.520864,25.564638,37.47824,37.8
807,30.692066,30.687553,30.687553,32.475567,32.47593,32.47593,32.6667,32.66666,32.66666,32.810993,25.000011,25.00001,25.00001,27.48263,27.482836,27.482836,28.5697,28.569696,28.569696,29.352213,37.58876,37.0
808,38.579826,38.580833,38.580833,38.19921,38.19919,38.19919,38.1882,38.18829,38.18829,38.174435,39.999996,39.999996,39.999996,39.42414,39.42407,39.42407,39.16392,39.16393,39.16393,38.970844,37.874626,37.2
809,20.834326,20.821918,20.821918,25.42481,25.425037,25.425037,26.477282,26.47728,26.47728,27.513443,5.0000324,5.000029,5.000029,11.426536,11.427082,11.427082,14.548552,14.549034,14.549034,16.893784,37.435287,37.2
810,23.726501,23.71662,23.71662,27.783804,27.784044,27.784044,28.69019,28.690184,28.690184,29.59317,10.000024,10.000022,10.000022,15.601068,15.601618,15.601618,18.322695,18.323166,18.323166,20.450277,37.47661,38.0
811,17.537157,17.52695,17.52695,23.132177,23.132591,23.132591,24.124956,24.124895,24.124895,25.083403,4.34e-05,3.91e-05,3.91e-05,7.0591993,7.0595474,7.0595474,10.288633,10.288483,10.288483,12.734244,37.36989,37.4
812,21.963133,21.956884,21.956884,25.512177,25.512362,25.512362,26.009293,26.009247,26.009247,26.35038,10.000022,10.000019,10.000019,14.673836,14.674163,14.674163,16.842546,16.842636,16.842636,18.426275,37.262848,37.6
813,28.67635,28.671324,28.671324,31.065489,31.06585,31.06585,31.60385,31.603848,31.603848,32.158535,20.000015,20.000013,20.000013,23.365993,23.366306,23.366306,24.995367,24.995401,24.995401,26.295029,37.58491,38.0
814,18.295816,18.281586,18.281586,24.018211,24.01834,24.01834,25.16643,25.166466,25.166466,26.28035,4.46e-05,4.02e-05,4.02e-05,7.662959,7.6634746,7.6634746,11.212389,11.213864,11.213864,13.912253,37.480003,37.4
815,22.628277,22.618597,22.618597,26.14105,26.141169,26.141169,26.596977,26.59693,26.59693,26.90599,10.000022,10.00002,10.00002,15.155635,15.155997,15.155997,17.524569,17.524637,17.524637,19.238655,37.329258,37.2
816,22.614777,22.605824,22.605824,26.121254,26.121391,26.121391,26.591051,26.591002,26.591002,26.908657,10.000022,10.00002,10.00002,15.06064,15.060999,15.060999,17.40056,17.400627,17.400627,19.100273,37.32511,37.6
817,30.921782,30.91836,30.91836,32.531223,32.53139,32.53139,32.87892,32.878998,32.878998,33.251717,25.00001,25.00001,25.00001,27.29787,27.298088,27.298088,28.407482,28.407629,28.407629,29.291197,37.59647,37.2
818,33.568142,33.565468,33.565468,34.499046,34.49956,34.49956,34.559093,34.559135,34.559135,34.632145,30.000006,30.000006,30.000006,31.431047,31.431149,31.431149,32.086838,32.086903,32.086903,32.568317,37.678425,37.4
819,31.375134,31.37088,31.37088,33.331028,33.331287,33.331287,33.672173,33.67228,33.67228,34.037968,25.000011,25.000011,25.000011,27.652857,27.653208,27.653208,28.878723,28.878897,28.878897,29.831947,37.68193,38.0
820,27.679304,27.675423,27.675423,29.743368,29.743574,29.743574,30.018475,30.018503,30.018503,30.217478,20.000013,20.000011,20.000011,22.912802,22.913158,22.913158,24.264727,24.264818,24.264818,25.26478,37.43317,37.4
821,36.46657,36.46581,36.46581,36.906116,36.906635,36.906635,36.955933,36.955883,36.955883,37.0244,35.000004,35.000004,35.000004,35.582413,35.582424,35.582424,35.852734,35.852787,35.852787,36.06533,37.8364,38.0
822,23.356655,23.347342,23.347342,27.00668,27.006859,27.006859,27.975393,27.975376,27.975376,28.929697,10.000023,10.00002,10.00002,15.267135,15.267634,15.267634,17.911032,17.911476,17.911476,20.009981,37.406265,37.2
823,19.813824,19.80203,19.80203,24.619566,24.61997,24.61997,25.202993,25.202913,25.202913,25.58193,5.0000277,5.000025,5.000025,11.45751,11.457832,11.457832,14.314091,14.314417,14.314417,16.233852,37.353176,37.2
824,33.51804,33.515556,33.515556,34.4761,34.476543,34.476543,34.54519,34.54524,34.54524,34.620857,30.000006,30.000006,30.000006,31.411856,31.411942,31.411942,32.05613,32.0562,32.0562,32.528957,37.676205,37.4
825,36.29486,36.293797,36.293797,36.667034,36.667065,36.667065,36.6792,36.679092,36.679092,36.693832,35.000004,35.000004,35.000004,35.545746,35.545795,35.545795,35.78973,35.789726,35.789726,35.968487,37.80994,37.6
826,19.552633,19.542955,19.542955,23.958244,23.958597,23.958597,24.544382,24.54431,24.54431,24.921375,5.000026,5.0000234,5.0000234,10.93559,10.93586,10.93586,13.643391,13.64368,13.64368,15.498764,37.282486,37.6
827,19.11868,19.110132,19.110132,23.64841,23.648588,23.648588,24.24949,24.249687,24.249687,24.642004,5.000026,5.000024,5.000024,10.786027,10.786692,10.786692,13.433821,13.434578,13.434578,15.241529,37.24744,37.2
828,33.50094,33.498848,33.498848,34.559322,34.559628,34.559628,34.648438,34.648502,34.648502,34.73398,30.000006,30.000006,30.000006,31.420828,31.420918,31.420918,32.060207,32.060284,32.060284,32.52834,37.685986,37.6
829,20.930897,20.918415,20.918415,25.550755,25.551405,25.551405,26.610023,26.609858,26.609858,27.652758,5.000033,5.0000296,5.0000296,11.4662,11.4670315,11.4670315,14.607244,14.607716,14.607716,16.966524,37.447292,37.4
830,30.90108,30.896849,30.896849,32.558968,32.559315,32.559315,32.751225,32.75118,32.75118,32.893642,25.00001,25.00001,25.00001,27.412863,27.413082,27.413082,28.503654,28.50364,28.50364,29.30088,37.5959,37.6
831,33.371334,33.36909,33.36909,34.397434,34.39778,34.39778,34.476753,34.476833,34.476833,34.55757,30.000006,30.000006,30.000006,31.395662,31.395716,31.395716,32.019436,32.019524,32.019524,32.4746,37.668594,37.2
832,26.0337,26.025875,26.025875,29.14531,29.145607,29.145607,29.893633,29.89356,29.89356,30.641422,15.000019,15.000017,15.000017,19.440939,19.441345,19.441345,21.614744,21.614828,21.614828,23.331131,37.523064,37.4
833,28.375822,28.368755,28.368755,30.942608,30.942635,30.942635,31.238838,31.238863,31.238863,31.44468,20.000015,20.000013,20.000013,23.658554,23.658636,23.658636,25.266563,25.266636,25.266636,26.423893,37.56524,37.6
834,36.330704,36.329666,36.329666,36.73255,36.73336,36.73336,36.784977,36.784878,36.784878,36.857834,35.000004,35.000004,35.000004,35.563946,35.563927,35.563927,35.826958,35.827015,35.827015,36.03626,37.81819,37.6
835,33.42318,33.42073,33.42073,34.39594,34.39636,34.39636,34.465725,34.46579,34.46579,34.54163,30.000006,30.000006,30.000006,31.397902,31.397963,31.397963,32.029762,32.029835,32.029835,32.491947,37.667904,37.2
836,19.068348,19.051882,19.051882,24.681732,24.681911,24.681911,26.027233,26.027237,26.027237,27.329786,4.48e-05,4.03e-05,4.03e-05,8.021715,8.022198,8.022198,11.910649,11.911111,11.911111,14.821069,37.564133,38.0
837,27.593185,27.589283,27.589283,29.724241,29.72446,29.72446,29.999413,29.99945,29.99945,30.200619,20.000013,20.000011,20.000011,22.930622,22.930967,22.930967,24.278742,24.278843,24.278843,25.272308,37.431854,37.2
838,38.458553,38.459515,38.459515,38.073315,38.072563,38.072563,38.018517,38.018597,38.018597,37.93091,39.999996,39.999996,39.999996,39.405647,39.40561,39.40561,39.114353,39.114307,39.114307,38.87708,37.859722,37.0
839,31.209347,31.20583,31.20583,32.82784,32.828068,32.828068,33.213066,33.213116,33.213116,33.622875,25.00001,25.00001,25.00001,27.36831,27.368605,27.368605,28.529137,28.529276,28.529276,29.46036,37.627205,37.8
840,35.994198,35.99361,35.99361,36.281773,36.28177,36.28177,36.320015,36.319942,36.319942,36.36778,35.0,35.0,35.0,35.39589,35.39592,35.39592,35.582806,35.58281,35.58281,35.731304,37.769444,37.0
841,27.810627,27.805944,27.805944,30.191614,30.191877,30.191877,30.475912,30.47596,30.47596,30.687302,20.000015,20.000013,20.000013,23.18236,23.182796,23.182796,24.60987,24.609991,24.609991,25.649286,37.485397,37.4
842,18.871277,18.864386,18.864386,22.532269,22.532509,22.532509,23.094742,23.09469,23.09469,23.47515,5.0000234,5.000021,5.000021,10.152848,10.153043,10.153043,12.604064,12.604322,12.604322,14.413335,37.131523,37.2
843,25.104958,25.09752,25.09752,28.327145,28.327433,28.327433,28.713087,28.71306,28.71306,28.986898,15.000019,15.000017,15.000017,19.336935,19.33728,19.33728,21.247255,21.247265,21.247265,22.627008,37.437374,37.0
844,28.29094,28.284708,28.284708,30.442173,30.442167,30.442167,30.716196,30.716213,30.716213,30.905745,20.000013,20.000013,20.000013,23.328226,23.32829,23.32829,24.858055,24.858107,24.858107,25.981873,37.508053,37.6
845,17.277082,17.26399,17.26399,21.806973,21.807129,21.807129,22.466192,22.46631,22.46631,22.887135,3.4e-05,3.06e-05,3.06e-05,6.7476544,6.7482004,6.7482004,9.924562,9.925217,9.925217,12.121962,37.259132,38.0
846,24.886717,24.880896,24.880896,27.702295,27.702549,27.702549,28.080956,28.080921,28.080921,28.345192,15.000017,15.000015,15.000015,18.894089,18.894365,18.894365,20.67991,20.679913,20.679913,21.99486,37.3724,37.2
847,20.526535,20.515392,20.515392,25.016962,25.01718,25.01718,26.023062,26.02309,26.02309,27.016895,5.000032,5.0000286,5.0000286,11.185839,11.186371,11.186371,14.194153,14.194656,14.194656,16.45697,37.392025,37.0
848,31.135357,31.130604,31.130604,32.90331,32.90341,32.90341,33.283512,33.28356,33.28356,33.685654,25.000011,25.00001,25.00001,27.567793,27.568085,27.568085,28.785555,28.785711,28.785711,29.746037,37.63732,37.2
849,15.915605,15.907193,15.907193,20.862518,20.862064,20.862064,21.557907,21.55773,21.55773,22.015875,2.91e-05,2.62e-05,2.62e-05,6.257693,6.254801,6.254801,9.192273,9.191563,9.191563,11.217474,37.122784,37.2
850,25.058762,25.05284,25.05284,27.925924,27.926199,27.926199,28.311665,28.311628,28.311628,28.581066,15.000018,15.000016,15.000016,18.962542,18.962843,18.962843,20.779156,20.779152,20.779152,22.116781,37.39482,37.6
851,31.086885,31.08258,31.08258,32.725945,32.72612,32.72612,32.919876,32.919872,32.919872,33.063366,25.000011,25.00001,25.00001,27.446604,27.446777,27.446777,28.562326,28.562365,28.562365,29.381338,37.6127,38.0
852,30.54923,30.545717,30.545717,31.959934,31.960192,31.960192,32.137577,32.137543,32.137543,32.266804,25.00001,25.000008,25.000008,27.146685,27.14684,27.14684,28.143808,28.143799,28.143799,28.881598,37.531616,37.0
853,38.99246,38.99311,38.99311,38.725708,38.725746,38.725746,38.71591,38.716057,38.716057,38.70843,40.0,40.0,40.0,39.60021,39.600185,39.600185,39.417446,39.417442,39.417442,39.281464,37.930763,38.0
854,31.289034,31.283733,31.283733,33.23616,33.23628,33.23628,33.60306,33.603134,33.603134,33.99322,25.000011,25.00001,25.00001,27.762714,27.763062,27.763062,29.033148,29.033325,29.033325,30.020044,37.6732,37.4
855,38.962383,38.96324,38.96324,38.665455,38.66549,38.66549,38.660828,38.66102,38.66102,38.655983,40.0,40.0,40.0,39.55772,39.557693,39.557693,39.360794,39.360786,39.360786,39.21639,37.924133,38.0
856,31.360807,31.356245,31.356245,33.1894,33.189594,33.189594,33.57185,33.57191,33.57191,33.97855,25.000011,25.00001,25.00001,27.61512,27.61547,27.61547,28.855274,28.855433,28.855433,29.833519,37.667072,37.8
857,24.960497,24.95448,24.95448,28.114683,28.11502,28.11502,28.510433,28.510405,28.510405,28.794353,15.000019,15.000017,15.000017,19.113039,19.11336,19.11336,20.951605,20.951614,20.951614,22.291573,37.415405,37.4
858,16.089039,16.080856,16.080856,20.56034,20.55983,20.55983,21.241625,21.24136,21.24136,21.679485,2.77e-05,2.49e-05,2.49e-05,6.0194306,6.016702,6.016702,8.918864,8.918118,8.918118,10.944606,37.101364,37.6
859,38.765427,38.766216,38.766216,38.448853,38.448814,38.448814,38.40233,38.40239,38.40239,38.33688,39.999996,39.999996,39.999996,39.515987,39.515915,39.515915,39.28234,39.28234,39.28234,39.09266,37.900322,37.6
860,23.68452,23.673775,23.673775,27.883032,27.883266,27.883266,28.770647,28.770647,28.770647,29.655075,10.000025,10.000022,10.000022,15.775123,15.775698,15.775698,18.538504,18.539007,18.539007,20.681839,37.491196,37.6
861,36.43524,36.43417,36.43417,36.826736,36.827614,36.827614,36.89143,36.89133,36.89133,36.982635,35.000004,35.000004,35.000004,35.578377,35.578392,35.578392,35.862038,35.862083,35.862083,36.091717,37.828564,37.8
862,20.183512,20.17149,20.17149,24.953068,24.953264,24.953264,25.549845,25.549992,25.549992,25.93408,5.000028,5.0000253,5.0000253,11.488398,11.489055,11.489055,14.413936,14.414686,14.414686,16.388687,37.387966,38.0
863,20.440315,20.431698,20.431698,24.703735,24.703955,24.703955,25.6946,25.69464,25.69464,26.671726,5.000031,5.0000277,5.0000277,10.809682,10.81018,10.81018,13.682915,13.683392,13.683392,15.865392,37.35318,37.8
864,36.319717,36.318806,36.318806,36.669704,36.670433,36.670433,36.732887,36.732796,36.732796,36.814857,35.000004,35.000004,35.000004,35.521767,35.521755,35.521755,35.77723,35.777275,35.777275,35.985,37.811283,37.6
865,20.812086,20.800735,20.800735,25.389284,25.389526,25.389526,26.415121,26.415134,26.415134,27.428015,5.0000324,5.000029,5.000029,11.300997,11.301537,11.301537,14.36467,14.365153,14.365153,16.66839,37.42828,37.6
866,28.550243,28.545746,28.545746,31.15413,31.154524,31.154524,31.612505,31.61253,31.61253,32.080036,20.000015,20.000013,20.000013,23.406567,23.406864,23.406864,24.994995,24.995037,24.995037,26.233541,37.593796,38.0
867,23.715605,23.70527,23.70527,27.487978,27.488173,27.488173,28.510555,28.5105,28.5105,29.51005,10.000023,10.000021,10.000021,15.510673,15.511187,15.511187,18.276772,18.27722,18.27722,20.467957,37.45171,37.6
868,20.25599,20.247477,20.247477,24.46566,24.465866,24.465866,25.443785,25.443832,25.443832,26.408688,5.0000305,5.0000277,5.0000277,10.739446,10.739942,10.739942,13.5782795,13.578769,13.578769,15.735078,37.32984,37.4
869,27.991257,27.984945,27.984945,30.445478,30.435009,30.435009,30.720797,30.713902,30.713902,30.922483,20.000015,20.000013,20.000013,23.444977,23.366274,23.366274,24.95788,24.91981,24.91981,26.04454,37.516525,37.0
870,26.016193,26.009535,26.009535,29.53547,29.535809,29.535809,30.145752,30.145748,30.145748,30.751385,15.000021,15.000018,15.000018,19.537756,19.538162,19.538162,21.649548,21.649656,21.649656,23.269638,37.555958,38.0
871,38.430553,38.43176,38.43176,37.98609,37.985138,37.985138,37.940037,37.940136,37.940136,37.85535,39.999996,39.999996,39.999996,39.348164,39.348118,39.348118,39.03868,39.03863,39.03863,38.790688,37.849785,37.0
872,28.275135,28.271042,28.271042,30.429176,30.429493,30.429493,30.948925,30.948925,30.948925,31.484816,20.000013,20.000013,20.000013,23.083298,23.083542,23.083542,24.60164,24.601679,24.601679,25.822645,37.51446,37.4
873,33.47043,33.468197,33.468197,34.397926,34.398087,34.398087,34.603237,34.60326,34.60326,34.827538,30.000006,30.000006,30.000006,31.36771,31.367746,31.367746,32.032497,32.03254,32.03254,32.564995,37.66976,37.0
874,38.547054,38.54807,38.54807,38.162647,38.16185,38.16185,38.111835,38.111923,38.111923,38.03143,39.999996,39.999996,39.999996,39.41811,39.4181,39.4181,39.137527,39.137478,39.137478,38.910366,37.869186,37.2
875,36.246807,36.24598,36.24598,36.623886,36.623875,36.623875,36.645714,36.645615,36.645615,36.66468,35.000004,35.000004,35.000004,35.51434,35.51438,35.51438,35.744755,35.74475,35.74475,35.91426,37.80539,37.6
876,25.936834,25.92908,25.92908,29.019732,29.020018,29.020018,29.761282,29.76121,29.76121,30.502281,15.000019,15.000017,15.000017,19.401508,19.401905,19.401905,21.55641,21.556496,21.556496,23.257917,37.511635,37.2
877,26.021177,26.014555,26.014555,29.436922,29.437256,29.437256,30.065735,30.065723,30.065723,30.693668,15.00002,15.000018,15.000018,19.47376,19.47416,19.47416,21.579805,21.579908,21.579908,23.206898,37.54634,38.0
878,28.09607,28.089792,28.089792,30.39546,30.395466,30.395466,30.676374,30.676384,30.676384,30.87013,20.000015,20.000013,20.000013,23.367718,23.367771,23.367771,24.88496,24.885128,24.885128,25.990314,37.505394,37.2
879,38.47486,38.47573,38.47573,38.083954,38.083313,38.083313,38.034454,38.03452,38.03452,37.95561,39.999996,39.999996,39.999996,39.413815,39.413788,39.413788,39.131165,39.13112,39.13112,38.902683,37.861107,37.0
880,25.752846,25.746733,25.746733,28.61778,28.618156,28.618156,29.338945,29.338888,29.338888,30.063135,15.000018,15.000016,15.000016,19.084991,19.085354,19.085354,21.119236,21.119402,21.119402,22.740566,37.46873,37.4
881,33.518585,33.51577,33.51577,34.43934,34.4399,34.4399,34.491776,34.491825,34.491825,34.562534,30.000006,30.000006,30.000006,31.434988,31.435076,31.435076,32.08896,32.089024,32.089024,32.56758,37.672085,37.2
882,38.86934,38.870083,38.870083,38.54157,38.541557,38.541557,38.50705,38.507122,38.507122,38.45694,39.999996,40.0,40.0,39.534733,39.534676,39.534676,39.3186,39.318596,39.318596,39.147125,37.910145,37.8
883,16.00677,15.99863,15.99863,20.4542,20.453695,20.453695,21.13139,21.131132,21.131132,21.56667,2.76e-05,2.48e-05,2.48e-05,5.989501,5.986796,5.986796,8.873304,8.87258,8.87258,10.888672,37.08885,37.4
884,21.926537,21.919365,21.919365,25.610855,25.61103,25.61103,26.099983,26.09994,26.09994,26.437021,10.000022,10.00002,10.00002,14.834434,14.834774,14.834774,17.043139,17.04324,17.04324,18.642776,37.275784,37.0
885,20.058567,20.049753,20.049753,24.837185,24.837786,24.837786,25.671902,25.669584,25.669584,26.485666,5.000033,5.0000296,5.0000296,11.062088,11.062378,11.062378,13.887445,13.829382,13.829382,15.962539,37.36555,37.0
886,36.416542,36.415745,36.415745,36.771957,36.77197,36.77197,36.79638,36.79631,36.79631,36.81797,35.000004,35.000004,35.000004,35.535065,35.535133,35.535133,35.784157,35.78415,35.78415,35.971043,37.820602,38.0
887,24.034594,24.02282,24.02282,28.355074,28.355309,28.355309,29.287064,29.287104,29.287104,30.212238,10.000026,10.000023,10.000023,16.026081,16.026596,16.026596,18.905973,18.90692,18.90692,21.135784,37.5377,38.0
888,33.994476,33.991547,33.991547,35.24281,35.243046,35.243046,35.447952,35.44798,35.44798,35.674736,30.000008,30.000008,30.000008,31.711315,31.711437,31.711437,32.49642,32.496456,32.496456,33.10678,37.76228,38.0
889,28.2682,28.263823,28.263823,30.861578,30.861935,30.861935,31.291958,31.291988,31.291988,31.727776,20.000015,20.000013,20.000013,23.342077,23.342335,23.342335,24.88419,24.88424,24.88424,26.078484,37.56273,37.4
890,21.429052,21.414278,21.414278,26.201166,26.201397,26.201397,27.345232,27.345167,27.345167,28.45883,5.000034,5.0000305,5.0000305,11.900026,11.900466,11.900466,15.247067,15.248013,15.248013,17.751066,37.51634,37.6
891,25.96894,25.960539,25.960539,29.075245,29.075518,29.075518,29.839563,29.839478,29.839478,30.598368,15.000019,15.000017,15.000017,19.495882,19.49629,19.49629,21.69652,21.696604,21.696604,23.432116,37.519234,37.0
892,17.985735,17.973948,17.973948,23.746048,23.746197,23.746197,24.797028,24.79699,24.79699,25.807632,4.46e-05,4.02e-05,4.02e-05,7.339957,7.339381,7.339381,10.749123,10.748775,10.748775,13.307495,37.443787,37.8
893,17.826368,17.81553,17.81553,22.618134,22.618221,22.618221,23.867447,23.86753,23.86753,25.088255,3.99e-05,3.59e-05,3.59e-05,6.7326145,6.733031,6.733031,10.112692,10.113188,10.113188,12.703059,37.339516,37.4
894,30.709713,30.706783,30.706783,32.288597,32.28895,32.28895,32.48873,32.488693,32.488693,32.63657,25.00001,25.00001,25.00001,27.197268,27.197456,27.197456,28.211668,28.211655,28.211655,28.962576,37.567284,37.8
895,28.29127,28.284328,28.284328,30.742182,30.742191,30.742191,31.029312,31.029337,31.029337,31.227858,20.000015,20.000013,20.000013,23.565226,23.565296,23.565296,25.146473,25.146544,25.146544,26.288942,37.54297,37.4
896,36.445908,36.444702,36.444702,36.89251,36.89347,36.89347,36.944427,36.944324,36.944324,37.025448,35.000004,35.000004,35.000004,35.623627,35.623642,35.623642,35.914673,35.914726,35.914726,36.145252,37.835777,37.8
897,33.69085,33.687893,33.687893,34.657207,34.657425,34.657425,34.911835,34.911823,34.911823,35.18084,30.000006,30.000006,30.000006,31.511997,31.512074,31.512074,32.26007,32.260098,32.260098,32.861187,37.698627,37.2
898,21.35528,21.341928,21.341928,25.75555,25.755764,25.755764,26.981754,26.98162,26.98162,28.161495,5.0000324,5.000029,5.000029,11.534206,11.534599,11.534599,14.812836,14.813348,14.813348,17.310318,37.46881,37.8
899,28.59087,28.585173,28.585173,31.157223,31.15757,31.15757,31.6619,31.661911,31.661911,32.18168,20.000015,20.000013,20.000013,23.515303,23.515617,23.515617,25.167208,25.167252,25.167252,26.464998,37.594227,37.6
900,25.375605,25.367659,25.367659,28.232954,28.233135,28.233135,28.594551,28.59452,28.59452,28.84486,15.000018,15.000016,15.000016,19.250242,19.250584,19.250584,21.177734,21.177725,21.177725,22.585583,37.42642,37.2
901,23.560335,23.551546,23.551546,27.399601,27.399826,27.399826,28.311146,28.311144,28.311144,29.218996,10.000024,10.000021,10.000021,15.338253,15.338771,15.338771,17.973913,17.974365,17.974365,20.051823,37.43767,38.0
902,25.995527,25.98854,25.98854,28.952484,28.952784,28.952784,29.714142,29.714066,29.714066,30.475134,15.000018,15.000017,15.000017,19.265282,19.265669,19.265669,21.388304,21.388382,21.388382,23.079212,37.501873,37.6
903,30.905926,30.902115,30.902115,32.48922,32.48955,32.48955,32.682716,32.68267,32.68267,32.824963,25.00001,25.00001,25.00001,27.328852,27.329065,27.329065,28.398495,28.39848,28.39848,29.186663,37.58784,37.8
904,33.65409,33.651234,33.651234,34.743656,34.74418,34.74418,34.813816,34.81386,34.81386,34.894825,30.000006,30.000006,30.000006,31.545258,31.545393,31.545393,32.23257,32.232647,32.232647,32.73065,37.705975,37.6
905,36.07456,36.073814,36.073814,36.350803,36.35081,36.35081,36.363373,36.36326,36.36326,36.37368,35.0,35.0,35.0,35.42116,35.421173,35.421173,35.61604,35.61604,35.61604,35.76104,37.77596,37.2
906,25.573416,25.564436,25.564436,28.952951,28.953005,28.953005,29.345842,29.345901,29.345901,29.614616,15.00002,15.000018,15.000018,19.670052,19.67038,19.67038,21.731186,21.731638,21.731638,23.199764,37.50187,37.4
907,38.448105,38.449234,38.449234,37.96738,37.966534,37.966534,37.93082,37.9309,37.9309,37.86065,39.999996,39.999996,39.999996,39.337074,39.33704,39.33704,39.034664,39.034607,39.034607,38.79715,37.84801,37.0
908,18.093801,18.082167,18.082167,23.544014,23.54048,23.54048,24.669178,24.673546,24.673546,25.78579,4.31e-05,3.88e-05,3.88e-05,7.184423,7.17973,7.17973,10.568415,10.650114,10.650114,13.298098,37.43281,38.0
909,33.445927,33.44414,33.44414,34.43838,34.438618,34.438618,34.531162,34.531223,34.531223,34.615093,30.000006,30.000006,30.000006,31.346859,31.346931,31.346931,31.96248,31.962555,31.962555,32.41692,37.67233,37.6
910,20.001549,19.989466,19.989466,24.015064,24.015217,24.015217,24.538918,24.539001,24.539001,24.881996,5.0000253,5.000023,5.000023,11.094065,11.094625,11.094625,13.929655,13.930303,13.930303,15.875804,37.3028,37.0
911,25.406273,25.399439,25.399439,28.389174,28.389456,28.389456,28.779524,28.779484,28.779484,29.051508,15.000018,15.000016,15.000016,19.183313,19.18367,19.18367,21.086594,21.086584,21.086584,22.482052,37.44181,38.0
912,28.203459,28.197977,28.197977,30.705894,30.705965,30.705965,31.016035,31.016054,31.016054,31.234339,20.000015,20.000013,20.000013,23.398846,23.398914,23.398914,24.923176,24.923292,24.923292,26.03432,37.540936,38.0
913,22.236977,22.229048,22.229048,25.625998,25.626133,25.626133,26.094156,26.094109,26.094109,26.410046,10.000021,10.000019,10.000019,14.817088,14.817418,14.817418,17.05997,17.060045,17.060045,18.696018,37.27642,37.2
914,27.873446,27.867657,27.867657,30.369265,30.369436,30.369436,30.648636,30.648687,30.648687,30.856394,20.000015,20.000013,20.000013,23.38499,23.385464,23.385464,24.869453,24.869589,24.869589,25.936794,37.505314,37.0
915,36.09344,36.092827,36.092827,36.372135,36.372154,36.372154,36.423035,36.422974,36.422974,36.486015,35.0,35.0,35.0,35.41385,35.413895,35.413895,35.61749,35.617493,35.617493,35.78308,37.779015,37.2
916,22.708591,22.698717,22.698717,26.396236,26.39638,26.39638,26.865723,26.865671,26.865671,27.183922,10.000023,10.00002,10.00002,15.27896,15.279344,15.279344,17.68113,17.681202,17.681202,19.411432,37.354053,37.4
917,33.320118,33.318127,33.318127,34.355232,34.355507,34.355507,34.441162,34.44125,34.44125,34.52445,30.000006,30.000006,30.000006,31.36754,31.367584,31.367584,31.978022,31.978111,31.978111,32.424282,37.66418,37.2
918,20.248102,20.235437,20.235437,24.704887,24.705065,24.705065,25.266342,25.266449,25.266449,25.626778,5.000027,5.0000243,5.0000243,11.4171295,11.417743,11.417743,14.343907,14.344596,14.344596,16.329058,37.36726,37.6
