No,channel_1,,,,,,,,,,channel_2,,,,,,,,,,output,label
0,0.002049954,0.0,0.0,0.8158016,0.81582934,0.81582934,0.92836237,0.92836666,0.92836666,1.0,2.3995344e-07,0.0,0.0,0.5600403,0.5600669,0.5600669,0.8210299,0.8210715,0.8210715,1.0,37.05657,37.4
1,0.0021080566,0.0,0.0,0.81991166,0.8199692,0.8199692,0.926396,0.92638683,0.92638683,1.0,2.4020596e-07,0.0,0.0,0.5582785,0.55832154,0.55832154,0.8131402,0.81313914,0.81313914,1.0,37.05413,37.2
2,0.0015710876,0.0,0.0,0.69780654,0.69787127,0.69787127,0.84843236,0.84842294,0.84842294,1.0,2.3563021e-07,0.0,0.0,0.53733796,0.5373844,0.5373844,0.7966593,0.7966714,0.7966714,1.0,37.066307,37.2
3,0.0015983252,0.0,0.0,0.8443215,0.8445517,0.8445517,0.92665565,0.9266894,0.9266894,1.0,2.5423742e-07,0.0,0.0,0.55234385,0.55239177,0.55239177,0.80923516,0.8092598,0.8092598,1.0,37.051537,38.0
4,0.0018371076,0.0,0.0,0.78134537,0.7813937,0.7813937,0.87480277,0.8746259,0.8746259,1.0,2.3246773e-07,0.0,0.0,0.546638,0.54670215,0.54670215,0.8000026,0.80000585,0.80000585,1.0,37.054024,37.2
5,0.0017119346,0.0,0.0,0.7107305,0.71082824,0.71082824,0.85336846,0.8533687,0.8533687,1.0,2.3480851e-07,0.0,0.0,0.5443361,0.54439056,0.54439056,0.79955345,0.7995592,0.7995592,1.0,37.065376,38.0
6,0.0016221897,0.0,0.0,0.77477837,0.75059026,0.75059026,0.87145823,0.8714632,0.8714632,1.0,2.4591836e-07,0.0,0.0,0.5528455,0.550165,0.550165,0.80489886,0.80344146,0.80344146,1.0,37.06349,37.0
7,0.0012489321,0.0,0.0,0.7471232,0.7471916,0.7471916,0.87469405,0.8746945,0.8746945,1.0,2.5323664e-07,0.0,0.0,0.5477772,0.54782385,0.54782385,0.80369365,0.8037076,0.8037076,1.0,37.057888,37.6
8,0.9983294,1.0,1.0,0.25287545,0.25164136,0.25164136,0.15161179,0.1517482,0.1517482,0.0,0.99999976,1.0,1.0,0.46592924,0.46592763,0.46592763,0.2085438,0.20849635,0.20849635,0.0,36.818905,37.2
9,0.0016476348,0.0,0.0,0.8298866,0.8300813,0.8300813,0.92677104,0.9267506,0.9267506,1.0,2.534522e-07,0.0,0.0,0.5618315,0.56188625,0.56188625,0.8148364,0.8148334,0.8148334,1.0,37.054596,38.0
10,0.0014071459,0.0,0.0,0.81606287,0.8161568,0.8161568,0.9233247,0.9233155,0.9233155,1.0,2.568044e-07,0.0,0.0,0.559415,0.5594586,0.5594586,0.81341106,0.8134117,0.8134117,1.0,37.054947,37.8
11,0.0014084264,0.0,0.0,0.80563134,0.8056646,0.8056646,0.920601,0.9206377,0.9206377,1.0,2.5446911e-07,0.0,0.0,0.55236673,0.55242836,0.55242836,0.81110185,0.8111729,0.8111729,1.0,37.054058,37.6
12,0.0019644394,0.0,0.0,0.81153995,0.81160164,0.81160164,0.923064,0.92305315,0.92305315,1.0,2.424612e-07,0.0,0.0,0.55334103,0.5533839,0.5533839,0.8101357,0.8101338,0.8101338,1.0,37.053352,37.6
13,0.0019349132,0.0,0.0,0.83692986,0.8328833,0.8328833,0.93048203,0.9313931,0.9313931,1.0,2.4867688e-07,0.0,0.0,0.57037365,0.5682398,0.5682398,0.8203294,0.8192227,0.8192227,1.0,37.058422,37.4
14,0.0024193837,0.0,0.0,0.82541674,0.825446,0.825446,0.9292142,0.9292035,0.9292035,1.0,2.3548621e-07,0.0,0.0,0.5601368,0.5601786,0.5601786,0.81575155,0.8157573,0.8157573,1.0,37.05462,38.0
