No,channel_1,,,,,,,,,,channel_2,,,,,,,,,,channel_3,,,,,,,,,,channel_4,,,,,,,,,,channel_5,,,,,,,,,,channel_6,,,,,,,,,,output,label
0,0.0,0.0,0.0,1.8570601e-05,1.0,0.99630344,0.0,0.0018452423,0.0,1.9026347e-05,1.0,0.9999807,0.8019031,1.0,0.54955894,1.0,0.70059747,0.2505548,0.8019405,0.0018917156,0.54959553,8.564069e-05,0.7005616,0.99989086,0.8019405,0.0018452423,0.54959553,1.9026347e-05,0.7005616,0.9999807,0.92011875,0.14894556,0.8090478,0.4721201,0.3010601,0.0,0.92010707,0.0018307443,0.8090571,3.588015e-05,0.3010301,0.9999056,0.92010707,0.0018452423,0.8090571,1.9026347e-05,0.3010301,0.9999807,1.0,0.101290524,1.0,0.34745997,0.0,0.24648087,0.99998677,0.0018287956,0.99998957,0.0,7.723487e-06,1.0,37.501392,37.6
1,0.0,0.0,0.0,0.0,1.0,0.9949163,0.0,0.002252016,0.0,5.972949e-07,1.0,1.0,0.6603595,1.0,0.52996624,1.0,0.64454854,0.09382675,0.66037107,0.0022695286,0.52999926,6.284976e-05,0.6444869,0.9998429,0.66037107,0.002252016,0.52999926,5.972949e-07,0.6444869,1.0,0.8321164,0.26174486,0.79604524,0.5020058,0.25223142,0.0,0.83212864,0.0022705104,0.796085,7.56041e-05,0.25215486,0.9998048,0.83212864,0.002252016,0.796085,5.972949e-07,0.25215486,1.0,0.99998957,0.2558759,0.9999797,0.38473183,3.3566383e-05,0.3572524,1.0,0.0022677404,1.0,3.8922724e-05,0.0,0.9999144,37.49687,37.2
2,0.0,0.0,0.0,2.370345e-05,1.0,0.99434555,0.0,0.0025031113,0.0,2.413412e-05,1.0,1.0,0.71946883,1.0,0.5467544,1.0,0.6704642,0.17917712,0.71953505,0.0025948856,0.5468054,0.00011733291,0.6704324,0.9999208,0.71953505,0.0025031113,0.5468054,2.413412e-05,0.6704324,1.0,0.8594036,0.1964218,0.8025467,0.46775717,0.26896235,0.0,0.8593948,0.002490928,0.8025585,4.5748406e-05,0.26892462,0.999906,0.8593948,0.0025031113,0.8025585,2.413412e-05,0.26892462,1.0,1.0,0.19744311,1.0,0.36113092,2.4229957e-06,0.33015627,0.99997437,0.0024675983,0.9999868,0.0,0.0,0.999994,37.49913,37.6
3,0.0,0.0,0.0,2.7998107e-05,1.0,0.99512756,0.0,0.0028459735,0.0,2.8430512e-05,1.0,0.9997092,0.94213897,1.0,0.5627481,1.0,0.7003165,0.26298204,0.942181,0.0028904458,0.56277,6.739004e-05,0.7003085,0.9996896,0.942181,0.0028459735,0.56277,2.8430512e-05,0.7003085,0.9997092,0.97189015,0.03428994,0.8151114,0.44842482,0.29365003,0.0,0.9714913,0.002423833,0.81511444,3.385717e-05,0.29336837,0.99901676,0.9714913,0.0028459735,0.81511444,2.8430512e-05,0.29336837,0.9997092,0.99986845,0.032880165,1.0,0.32855964,0.0,0.27850685,1.0,0.0029852088,0.999984,0.0,0.00011828959,1.0,37.504086,37.2
4,0.0,0.0,0.0,2.90735e-05,1.0,0.9954739,0.0,0.001947268,0.0,2.9523299e-05,1.0,0.99994266,0.73370767,1.0,0.5471634,1.0,0.69344527,0.25777304,0.7338116,0.0020887444,0.54721165,0.000117686366,0.6934689,1.0,0.7338116,0.001947268,0.54721165,2.9523299e-05,0.6934689,0.99994266,0.8651466,0.18060042,0.8015664,0.46487656,0.28044054,0.0,0.86515266,0.0019555665,0.80157346,4.231243e-05,0.28043237,0.99992293,0.86515266,0.001947268,0.80157346,2.9523299e-05,0.28043237,0.99994266,1.0,0.18537828,1.0,0.3626647,0.0,0.32101533,0.9999731,0.001910698,0.99998385,0.0,2.3153038e-06,0.99994826,37.500328,37.8
5,1.0,1.0,1.0,0.9999569,0.0,0.0035958725,1.0,0.9979918,1.0,0.9999564,0.0,0.00018567132,0.25646704,0.0,0.466617,0.0,0.3463169,0.8873389,0.25642604,0.9979368,0.46653876,0.9998098,0.34642825,0.00047089893,0.25642604,0.9979918,0.46653876,0.9999564,0.34642825,0.00018567132,0.14795436,0.8523979,0.2089562,0.5170551,0.7367245,1.0,0.14807443,0.998153,0.20895503,0.9999543,0.7368336,0.00046508957,0.14807443,0.9979918,0.20895503,0.9999564,0.7368336,0.00018567132,3.2097778e-05,0.799285,0.0,0.6082193,1.0,0.6743339,0.0,0.9979487,2.3232455e-05,1.0,0.9999275,0.0,37.465073,37.6
6,1.0,1.0,1.0,0.99996495,0.0,0.004213026,1.0,0.9972807,1.0,0.99996454,0.0,0.00023144952,0.051815327,0.0,0.44397557,0.0,0.31774887,0.8059032,0.05179459,0.9972589,0.44393668,0.9998946,0.3177988,0.00035796218,0.05179459,0.9972807,0.44393668,0.99996454,0.3177988,0.00023144952,0.027319191,0.971538,0.18939254,0.5421877,0.7120975,1.0,0.02762634,0.9976038,0.18939325,0.9999658,0.71228296,0.0007016806,0.02762634,0.9972807,0.18939325,0.99996454,0.71228296,0.00023144952,9.807755e-05,0.96832705,0.0,0.65935624,1.0,0.7297556,0.0,0.99717754,1.9719386e-05,1.0,0.99990875,0.0,37.459805,37.6
7,0.0,0.0,0.0,0.0,1.0,0.9954517,0.0,0.0019746176,0.0,6.124605e-07,1.0,1.0,0.68381083,1.0,0.53439665,1.0,0.6708614,0.19420409,0.6838202,0.001988266,0.5344339,7.030725e-05,0.67078584,0.999815,0.6838202,0.0019746176,0.5344339,6.124605e-07,0.67078584,1.0,0.8434762,0.23499335,0.7989062,0.49489915,0.26232192,0.0,0.84349334,0.001999665,0.7989542,9.039872e-05,0.26223162,0.99977887,0.84349334,0.0019746176,0.7989542,6.124605e-07,0.26223162,1.0,0.99998665,0.2303774,0.999973,0.3761607,4.5756835e-05,0.3581175,1.0,0.0019941223,1.0,5.1155766e-05,0.0,0.999888,37.498627,37.0
8,0.0,0.0,0.0,5.134805e-05,1.0,0.99545115,0.0,0.002295918,0.0,5.1785522e-05,1.0,0.9995298,0.86327535,1.0,0.5592519,1.0,0.69832206,0.26821798,0.863612,0.0026849743,0.5593013,0.0001400793,0.6985161,1.0,0.863612,0.002295918,0.5593013,5.1785522e-05,0.6985161,0.9995298,0.9312067,0.080416456,0.8135246,0.45460573,0.28619388,0.0,0.9312426,0.0023373805,0.81355083,9.8629e-05,0.28617588,0.99948615,0.9312426,0.002295918,0.81355083,5.1785522e-05,0.28617588,0.9995298,1.0,0.08176019,1.0,0.33342487,2.7066815e-05,0.3058628,0.99990493,0.0021860104,0.99997103,0.0,0.0,0.99946415,37.50279,37.8
9,0.0,0.0,0.0,2.1746135e-05,1.0,0.9951036,0.0,0.002279091,0.0,2.2185932e-05,1.0,0.9999791,0.82732147,1.0,0.566448,1.0,0.71194875,0.3034505,0.82736444,0.0023308885,0.56649166,9.9326346e-05,0.7119043,0.9998715,0.82736444,0.002279091,0.56649166,2.2185932e-05,0.7119043,0.9999791,0.929459,0.12540157,0.81925076,0.4462299,0.29836032,0.0,0.9294476,0.002265388,0.8192599,3.8258684e-05,0.29832935,0.9999043,0.9294476,0.002279091,0.8192599,2.2185932e-05,0.29832935,0.9999791,1.0,0.0873628,1.0,0.3190914,0.0,0.27859724,0.9999838,0.0022595052,0.9999874,0.0,8.647536e-06,1.0,37.50274,38.0
